segment,sentence,classification,confidence
46,"Lot of faces still to fill in,"""" said the orderly.",1,0.9951555728912354
47,He meant that the faces of many of the figures in the mural were still blank.,1,0.9823299050331116
48,"All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.""",1,0.9927939176559448
49,"""Must be nice to be able to make pictures that look like something,"" said the orderly.",1,0.9896042346954346
50,The painter's face curdled with scorn.,1,0.9952681660652161
51,"You think I'm proud of this daub?"""" he said.",1,0.99001544713974
52,"You think this is my idea of what life really looks like?""""""",1,0.9555013179779053
53,"""What's your idea of what life looks like?"" said the orderly.",1,0.7961714267730713
54,The painter gestured at a foul dropcloth.,1,0.9965291619300842
55,"There's a good picture of it,"""" he said.",1,0.9823331236839294
56,"Frame that, and you'll have a picture a damn sight more honest than this one.""""",1,0.9984622001647949
57,"""You're a gloomy old duck, aren't you?"" said the orderly.",1,0.981895923614502
58,"""Is that a crime?"" said the painter.",1,0.706085741519928
59,The orderly shrugged.,1,0.9637449979782104
60,"If you don't like it here, Grandpa—"""" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",1,0.996828019618988
61,"The zero in the telephone number he pronounced """"naught.""""",1,0.9942871928215027
62,"The number was: ""2 B R 0 2 B.""",1,0.993732750415802
63,"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",1,0.9983184337615967
64,"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.",1,0.9898599982261658
65,The painter thumbed his nose at the orderly.,1,0.9945498108863831
66,"When I decide it's time to go,"""" he said, """"it won't be at the Sheepdip.""""",1,0.9948564767837524
67,"A do-it-yourselfer, eh?"""" said the orderly.",1,0.9884762763977051
68,"Messy business, Grandpa.",1,0.9747309684753418
69,"Why don't you have a little consideration for the people who have to clean up after you?""""",1,0.9734645485877991
70,The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,1,0.992599368095398
71,"The world could do with a good deal more mess, if you ask me,"""" he said.",1,0.9911302328109741
72,The orderly laughed and moved on.,1,0.9927259683609009
73,"Wehling, the waiting father, mumbled something without raising his head.",1,0.9861236810684204
74,And then he fell silent again.,1,0.9605265855789185
75,"A coarse, formidable woman strode into the waiting room on spike heels.",1,0.9974384307861328
76,"Her shoes, stockings, trench coat, bag and overseas cap were all purple, the purple the painter called """"the color of grapes on Judgment Day.""""",1,0.9975637197494507
77,"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",1,0.9946476817131042
78,"The woman had a lot of facial hair—an unmistakable mustache, in fact.",1,0.9887186288833618
79,"A curious thing about gas-chamber hostesses was that, no matter how lovely and feminine they were when recruited, they all sprouted mustaches within five years or so.",1,0.9966662526130676
80,"Is this where I'm supposed to come?"""" she said to the painter.",1,0.9278452396392822
81,"A lot would depend on what your business was,"""" he said.",1,0.9898836016654968
82,"You aren't about to have a baby, are you?""""",1,0.9270398020744324
83,"They told me I was supposed to pose for some picture,"""" she said.",1,0.9871111512184143
84,"My name's Leora Duncan.""",1,0.9415636658668518
85,She waited.,1,0.9318955540657043
86,"""And you dunk people,"" he said.",1,0.9557535648345947
87,"""What?"" she said.",1,0.5190236568450928
88,"""Skip it,"" he said.",1,0.9750720262527466
89,"That sure is a beautiful picture,"""" she said.",1,0.9874524474143982
90,"Looks just like heaven or something.""""",1,0.993349015712738
91,"Or something,"""" said the painter.",1,0.9662408232688904
92,He took a list of names from his smock pocket.,1,0.9802674055099487
93,"Duncan, Duncan, Duncan,"""" he said, scanning the list.",1,0.9770470261573792
94,Yes—here you are.,1,0.9655648469924927
95,You're entitled to be immortalized.,1,0.940731406211853
96,See any faceless body here you'd like me to stick your head on?,1,0.9973533153533936
97,We've got a few choice ones left.,1,0.9880174398422241
98,She studied the mural bleakly.,1,0.9821000099182129
99,"Gee,"""" she said, """"they're all the same to me.",1,0.9848649501800537
100,"I don't know anything about art.""""",1,0.9623647332191467
101,"A body's a body, eh?"""" he said, ""All righty.",1,0.9930249452590942
102,"As a master of fine art, I recommend this body here.""""",1,0.996253490447998
103,He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,1,0.9962409734725952
104,"Well,"""" said Leora Duncan, """"that's more the disposal people, isn't it?",1,0.998026430606842
105,"I mean, I'm in service.",1,0.8911115527153015
106,I don't do any disposing.,1,0.939974308013916
107,The painter clapped his hands in mock delight.,1,0.9952800273895264
108,"You say you don't know anything about art, and then you prove in the next breath that you know more about it than I do!""""",1,0.9954351782798767
109,Of course the sheave-carrier is wrong for a hostess!,1,0.9973747730255127
110,"A snipper, a pruner—that's more your line.",1,0.9968559741973877
111,He pointed to a figure in purple who was sawing a dead branch from an apple tree.,1,0.9771654605865479
112,"How about her?"""" he said. ",1,0.9143080115318298
113,"You like her at all?""""",1,0.920052707195282
114,"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",1,0.992021918296814
115,"""That upsets you?"" he said.",1,0.8131136298179626
116,"""Good gravy, no!"" she said.",1,0.9606943130493164
117,"""It's—it's just such an honor.""",1,0.9757876396179199
118,"""Ah, You... you admire him, eh?"" he said.",1,0.9668316841125488
119,"Who doesn't admire him?"""" she said, worshiping the portrait of Hitz.",1,0.9814281463623047
120,"It was the portrait of a tanned, white-haired, omnipotent Zeus, two hundred and forty years old.",1,0.9751309752464294
121,"Who doesn't admire him?"""" she said again.",1,0.9435745477676392
122,"He was responsible for setting up the very first gas chamber in Chicago.""""""",1,0.988387405872345
123,"""Nothing would please me more,"" said the painter, ""than to put you next to him for all time.",1,0.9726591110229492
124,"Sawing off a limb—that strikes you as appropriate?""",1,0.974604070186615
125,"That is kind of like what I do,"""" she said.",1,0.979756772518158
126,She was demure about what she did.,1,0.9867402911186218
127,What she did was make people comfortable while she killed them.,1,0.9833160042762756
128,"And, while Leora Duncan was posing for her portrait, into the waitingroom bounded Dr. Hitz himself.",1,0.989828884601593
129,"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",1,0.9967142343521118
130,"Well, Miss Duncan!",1,0.9718254804611206
131,"Miss Duncan!"""" he said, and he made a joke.",1,0.98809415102005
132,"What are you doing here?"""" he said.",1,0.7230647206306458
133,This isn't where the people leave.,1,0.9470052719116211
134,"This is where they come in!""""",1,0.9926101565361023
135,"""We're going to be in the same picture together,"" she said shyly.",1,0.9670612215995789
136,"Good!"""" said Dr. Hitz heartily.",1,0.9855430126190186
137,"And, say, isn't that some picture?""""",1,0.9898300766944885
138,"""I sure am honored to be in it with you,"" she said.",1,0.9617539048194885
139,"""Let me tell you,"" he said, ""I'm honored to be in it with you.",1,0.973126232624054
140,"Without women like you, this wonderful world we've got wouldn't be possible.""",1,0.9838237762451172
141,He saluted her and moved toward the door that led to the delivery rooms.,1,0.9882287979125977
142,"Guess what was just born,"""" he said.",1,0.988338053226471
143,"""I can't,"" she said.",1,0.879700243473053
144,"""Triplets!"" he said.",1,0.8461219668388367
145,"Triplets!"""" she said.",1,0.9507201313972473
146,She was exclaiming over the legal implications of triplets.,1,0.9802841544151306
147,The law said that no newborn child could survive unless the parents of the child could find someone who would volunteer to die.,1,0.9673128724098206
148,"Triplets, if they were all to live, called for three volunteers.",1,0.9617099165916443
149,"""Do the parents have three volunteers?"" said Leora Duncan.",1,0.7171091437339783
150,"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",1,0.9879418015480042
151,"I don't think they made it,"""" she said.",1,0.9642580151557922
152,Nobody made three appointments with us.,1,0.9241231679916382
153,"Nothing but singles going through today, unless somebody called in after I left.",1,0.985539972782135
154,"What's the name?""""",1,0.8596925139427185
155,"Wehling,"""" said the waiting father, sitting up, red-eyed and frowzy.",1,0.996832549571991
156,"Edward K. Wehling, Jr., is the name of the happy father-to-be.""""",1,0.9757129549980164
157,"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",1,0.9982438087463379
158,"Present,"""" he said.",1,0.9697095155715942
159,"""Oh, Mr. Wehling,"" said Dr. Hitz, ""I didn't see you.""",1,0.9390150308609009
160,"""The invisible man,"" said Wehling.",1,0.8276751637458801
161,"They just phoned me that your triplets have been born,"""" said Dr. Hitz.",1,0.9779453873634338
162,"They're all fine, and so is the mother.",1,0.9620093703269958
163,"I'm on my way in to see them now.""""",1,0.9913750290870667
164,"""Hooray,"" said Wehling emptily.",1,0.9755143523216248
165,"""You don't sound very happy,"" said Dr. Hitz.",1,0.9292389750480652
166,"What man in my shoes wouldn't be happy?"""" said Wehling.",1,0.9483253359794617
167,He gestured with his hands to symbolize care-free simplicity.,1,0.989521861076355
168,"All I have to do is pick out which one of the triplets is going to live, then deliver my maternal grandfather to the Happy Hooligan, and come back here with a receipt.""""",1,0.9986181259155273
169,"Dr. Hitz became rather severe with Wehling, towered over him.",1,0.9963390827178955
170,"You don't believe in population control, Mr. Wehling?"""" he said.",1,0.8862936496734619
171,"""I think it's perfectly keen,"" said Wehling tautly.",1,0.993689775466919
172,"""Would you like to go back to the good old days, when the population of the Earth was twenty billion—about to become forty billion, then eighty billion, then one hundred and sixty billion?",1,0.9777389168739319
173,"Do you know what a drupelet is, Mr. Wehling?"" said Hitz.",1,0.8927358984947205
174,"""Nope,"" said Wehling sulkily.",1,0.9478810429573059
175,"A drupelet, Mr. Wehling, is one of the little knobs, one of the little pulpy grains of a blackberry,"""" said Dr. Hitz.",1,0.992892861366272
176,"Without population control, human beings would now be packed on this surface of this old planet like drupelets on a blackberry!",1,0.9984799027442932
177,"Think of it!""""""",1,0.9916538596153259
178,Wehling continued to stare at the same spot on the wall.,1,0.9880412817001343
179,"""In the year 2000,"" said Dr. Hitz, ""before scientists stepped in and laid down the law, there wasn't even enough drinking water to go around, and nothing to eat but sea-weed—and still people insisted on their right to reproduce like jackrabbits.",1,0.9907140731811523
180,"And their right, if possible, to live forever.""",1,0.9607724547386169
181,"I want those kids,"""" said Wehling quietly.",1,0.9675256609916687
182,"I want all three of them.""""",1,0.9787306189537048
183,"Of course you do,"""" said Dr. Hitz.",1,0.9357357621192932
184,"That's only human.""""",1,0.9877651929855347
185,"""I don't want my grandfather to die, either,"" said Wehling.",1,0.8491487503051758
186,"""Nobody's really happy about taking a close relative to the Catbox,"" said Dr. Hitz gently, sympathetically.",1,0.982916533946991
187,"""I wish people wouldn't call it that,"" said Leora Duncan.",1,0.9681878685951233
188,"""What?"" said Dr. Hitz.",1,0.548839271068573
189,"I wish people wouldn't call it 'the Catbox,' and things like that,"""" she said.",1,0.9928805828094482
190,"It gives people the wrong impression.""""",1,0.9863784313201904
191,"You're absolutely right,"""" said Dr. Hitz.",1,0.9239857792854309
192,"Forgive me.""""",1,0.9300264716148376
193,"He corrected himself, gave the municipal gas chambers their official title, a title no one ever used in conversation.",1,0.9936674237251282
194,"I should have said, 'Ethical Suicide Studios,'"""" he said.""",1,0.9921717643737793
195,"""That sounds so much better,"" said Leora Duncan.",1,0.963926374912262
196,"This child of yours—whichever one you decide to keep, Mr. Wehling,"""" said Dr. Hitz.",1,0.9872286319732666
197,"He or she is going to live on a happy, roomy, clean, rich planet, thanks to population control.",1,0.9915557503700256
198,"In a garden like that mural there.""""",1,0.9960601925849915
199,He shook his head.,1,0.9545503854751587
200,"Two centuries ago, when I was a young man, it was a hell that nobody thought could last another twenty years.",1,0.9751366376876831
201,"Now centuries of peace and plenty stretch before us as far as the imagination cares to travel.""""",1,0.9975469708442688
202,He smiled luminously.,1,0.9768109321594238
203,The smile faded as he saw that Wehling had just drawn a revolver.,1,0.9922404289245605
204,Wehling shot Dr. Hitz dead.,1,0.9484692215919495
205,"There's room for one—a great big one,"" he said.",1,0.9915659427642822
206,And then he shot Leora Duncan.,1,0.905157744884491
207,"It's only death,"" he said to her as she fell.",1,0.9744724631309509
208,There! Room for two.,1,0.96915203332901
209,"And then he shot himself, making room for all three of his children.",1,0.9649478197097778
210,Nobody came running.,1,0.9581832885742188
211,"Nobody, seemingly, heard the shots.",1,0.975719153881073
212,"The painter sat on the top of his stepladder, looking down reflectively on the sorry scene.",1,0.9964205026626587
213,"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",1,0.996880054473877
214,All the answers that the painter could think of were grim.,1,0.9764164090156555
215,"Even grimmer, surely, than a Catbox, a Happy Hooligan, an Easy Go.",1,0.9970025420188904
216,He thought of war.,1,0.8762620091438293
217,He thought of plague.,1,0.9168546795845032
218,He thought of starvation.,1,0.8658236861228943
219,He knew that he would never paint again.,1,0.9567708373069763
220,He let his paintbrush fall to the drop-cloths below.,1,0.994940996170044
221,"And then he decided he had had about enough of life in the Happy Garden of Life, too, and he came slowly down from the ladder.",1,0.9945310950279236
222,"He took Wehling's pistol, really intending to shoot himself.",1,0.9747637510299683
223,But he didn't have the nerve.,1,0.9644467234611511
224,And then he saw the telephone booth in the corner of the room.,1,0.9634591937065125
225,"He went to it, dialed the well-remembered number: """"2 B R 0 2 B.""""",1,0.9970546960830688
226,"""Federal Bureau of Termination,"" said the very warm voice of a hostess.",1,0.9916184544563293
227,"""How soon could I get an appointment?"" he asked, speaking very carefully.",1,0.9328058958053589
228,"We could probably fit you in late this afternoon, sir,"""" she said.",1,0.9654473662376404
229,"It might even be earlier, if we get a cancellation.""""",1,0.9792520403862
230,"All right,"""" said the painter, """"fit me in, if you please.""""",1,0.9986118078231812
231,"And he gave her his name, spelling it out.",1,0.9849891662597656
232,"Thank you, sir,"""" said the hostess.",1,0.9536925554275513
233,"""Your city thanks you; your country thanks you; your planet thanks you.",1,0.937476396560669
234,"But the deepest thanks of all is from future generations.""",1,0.9658707976341248
