segment,sentence,classification,confidence
44,"He was referring to one of the male figures in white, whose head was a portrait of Dr. Benjamin Hitz, the hospital's Chief Obstetrician.",1,0.9475141167640686
45,Hitz was a blindingly handsome man.,1,0.8598236441612244
46,"Lot of faces still to fill in,"""" said the orderly.",1,0.9417566657066345
47,He meant that the faces of many of the figures in the mural were still blank.,1,0.9111176133155823
48,"All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.""",1,0.9594032764434814
49,"""Must be nice to be able to make pictures that look like something,"" said the orderly.",1,0.9356967210769653
50,The painter's face curdled with scorn.,1,0.9379262328147888
51,"You think I'm proud of this daub?"""" he said.",1,0.9342663288116455
52,"You think this is my idea of what life really looks like?""""""",1,0.9291824698448181
53,"""What's your idea of what life looks like?"" said the orderly.",1,0.8927456736564636
54,The painter gestured at a foul dropcloth.,1,0.9272253513336182
55,"There's a good picture of it,"""" he said.",1,0.926139235496521
56,"Frame that, and you'll have a picture a damn sight more honest than this one.""""",1,0.965556263923645
57,"""You're a gloomy old duck, aren't you?"" said the orderly.",1,0.9391404390335083
58,"""Is that a crime?"" said the painter.",1,0.7351974844932556
59,The orderly shrugged.,1,0.8154810667037964
60,"If you don't like it here, Grandpa—"""" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",1,0.9649651646614075
61,"The zero in the telephone number he pronounced """"naught.""""",1,0.9033084511756897
62,"The number was: ""2 B R 0 2 B.""",1,0.8149231672286987
63,"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",1,0.9670973420143127
64,"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.",1,0.9263725280761719
65,The painter thumbed his nose at the orderly.,1,0.913045346736908
66,"When I decide it's time to go,"""" he said, """"it won't be at the Sheepdip.""""",1,0.9432074427604675
67,"A do-it-yourselfer, eh?"""" said the orderly.",1,0.94293612241745
68,"Messy business, Grandpa.",1,0.8676202297210693
69,"Why don't you have a little consideration for the people who have to clean up after you?""""",1,0.9369104504585266
70,The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,1,0.9454055428504944
71,"The world could do with a good deal more mess, if you ask me,"""" he said.",1,0.9416172504425049
72,The orderly laughed and moved on.,1,0.8909398913383484
73,"Wehling, the waiting father, mumbled something without raising his head.",1,0.9319062232971191
74,And then he fell silent again.,1,0.8471924066543579
75,"A coarse, formidable woman strode into the waiting room on spike heels.",1,0.9528464078903198
76,"Her shoes, stockings, trench coat, bag and overseas cap were all purple, the purple the painter called """"the color of grapes on Judgment Day.""""",1,0.957028865814209
77,"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",1,0.9616272449493408
78,"The woman had a lot of facial hair—an unmistakable mustache, in fact.",1,0.9253405332565308
79,"A curious thing about gas-chamber hostesses was that, no matter how lovely and feminine they were when recruited, they all sprouted mustaches within five years or so.",1,0.9605295658111572
80,"Is this where I'm supposed to come?"""" she said to the painter.",1,0.9409363269805908
81,"A lot would depend on what your business was,"""" he said.",1,0.9243589043617249
82,"You aren't about to have a baby, are you?""""",1,0.8892382979393005
83,"They told me I was supposed to pose for some picture,"""" she said.",1,0.9395194053649902
84,"My name's Leora Duncan.""",1,0.6505938172340393
85,She waited.,1,0.6913771033287048
86,"""And you dunk people,"" he said.",1,0.7370001673698425
87,"""What?"" she said.",1,0.7125314474105835
88,"""Skip it,"" he said.",1,0.6633270978927612
89,"That sure is a beautiful picture,"""" she said.",1,0.9233496189117432
90,"Looks just like heaven or something.""""",1,0.9238476753234863
91,"Or something,"""" said the painter.",1,0.8116470575332642
92,He took a list of names from his smock pocket.,1,0.9223135709762573
93,"Duncan, Duncan, Duncan,"""" he said, scanning the list.",1,0.9244446754455566
94,Yes—here you are.,1,0.7834227681159973
95,You're entitled to be immortalized.,1,0.8964780569076538
96,See any faceless body here you'd like me to stick your head on?,1,0.9465948343276978
97,We've got a few choice ones left.,1,0.9337813258171082
98,She studied the mural bleakly.,1,0.928673267364502
99,"Gee,"""" she said, """"they're all the same to me.",1,0.9496129155158997
100,"I don't know anything about art.""""",1,0.8730893731117249
101,"A body's a body, eh?"""" he said, ""All righty.",1,0.9622768759727478
102,"As a master of fine art, I recommend this body here.""""",1,0.9542193412780762
103,He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,1,0.9581813216209412
104,"Well,"""" said Leora Duncan, """"that's more the disposal people, isn't it?",1,0.9592592716217041
105,"I mean, I'm in service.",1,0.9324476718902588
106,I don't do any disposing.,1,0.8848710656166077
107,The painter clapped his hands in mock delight.,1,0.9198430180549622
108,"You say you don't know anything about art, and then you prove in the next breath that you know more about it than I do!""""",1,0.9567314386367798
109,Of course the sheave-carrier is wrong for a hostess!,1,0.9475165009498596
110,"A snipper, a pruner—that's more your line.",1,0.941367506980896
111,He pointed to a figure in purple who was sawing a dead branch from an apple tree.,1,0.9479326009750366
112,"How about her?"""" he said. ",1,0.831998884677887
113,"You like her at all?""""",1,0.813366174697876
114,"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",1,0.9631255865097046
115,"""That upsets you?"" he said.",1,0.7492914199829102
116,"""Good gravy, no!"" she said.",1,0.9259652495384216
117,"""It's—it's just such an honor.""",1,0.677532970905304
118,"""Ah, You... you admire him, eh?"" he said.",1,0.9339386224746704
119,"Who doesn't admire him?"""" she said, worshiping the portrait of Hitz.",1,0.9482477307319641
120,"It was the portrait of a tanned, white-haired, omnipotent Zeus, two hundred and forty years old.",1,0.8968393802642822
121,"Who doesn't admire him?"""" she said again.",1,0.9336581826210022
122,"He was responsible for setting up the very first gas chamber in Chicago.""""""",1,0.8902416229248047
123,"""Nothing would please me more,"" said the painter, ""than to put you next to him for all time.",1,0.9527994394302368
124,"Sawing off a limb—that strikes you as appropriate?""",1,0.909021258354187
125,"That is kind of like what I do,"""" she said.",1,0.9166810512542725
126,She was demure about what she did.,1,0.9288302659988403
127,What she did was make people comfortable while she killed them.,1,0.928281843662262
128,"And, while Leora Duncan was posing for her portrait, into the waitingroom bounded Dr. Hitz himself.",1,0.9519556164741516
129,"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",1,0.9662925601005554
130,"Well, Miss Duncan!",1,0.830083429813385
131,"Miss Duncan!"""" he said, and he made a joke.",1,0.9473862648010254
132,"What are you doing here?"""" he said.",1,0.8380299210548401
133,This isn't where the people leave.,1,0.8886992335319519
134,"This is where they come in!""""",1,0.8948994278907776
135,"""We're going to be in the same picture together,"" she said shyly.",1,0.9180918335914612
136,"Good!"""" said Dr. Hitz heartily.",1,0.950438380241394
137,"And, say, isn't that some picture?""""",1,0.948095977306366
138,"""I sure am honored to be in it with you,"" she said.",1,0.8320308327674866
139,"""Let me tell you,"" he said, ""I'm honored to be in it with you.",1,0.9086893796920776
140,"Without women like you, this wonderful world we've got wouldn't be possible.""",1,0.9204068183898926
141,He saluted her and moved toward the door that led to the delivery rooms.,1,0.9325458407402039
142,"Guess what was just born,"""" he said.",1,0.9106449484825134
143,"""I can't,"" she said.",1,0.6225782632827759
144,"""Triplets!"" he said.",1,0.669831395149231
145,"Triplets!"""" she said.",1,0.881206214427948
146,She was exclaiming over the legal implications of triplets.,1,0.9281182289123535
147,The law said that no newborn child could survive unless the parents of the child could find someone who would volunteer to die.,1,0.9411420226097107
148,"Triplets, if they were all to live, called for three volunteers.",1,0.9526365399360657
149,"""Do the parents have three volunteers?"" said Leora Duncan.",1,0.8912864327430725
150,"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",1,0.9498403072357178
151,"I don't think they made it,"""" she said.",1,0.9178540706634521
152,Nobody made three appointments with us.,1,0.8368897438049316
153,"Nothing but singles going through today, unless somebody called in after I left.",1,0.9474387168884277
154,"What's the name?""""",1,0.8607320189476013
155,"Wehling,"""" said the waiting father, sitting up, red-eyed and frowzy.",1,0.9621744155883789
156,"Edward K. Wehling, Jr., is the name of the happy father-to-be.""""",1,0.9102261662483215
157,"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",1,0.9642199873924255
158,"Present,"""" he said.",1,0.7966129183769226
159,"""Oh, Mr. Wehling,"" said Dr. Hitz, ""I didn't see you.""",1,0.8979820609092712
160,"""The invisible man,"" said Wehling.",1,0.6398184895515442
161,"They just phoned me that your triplets have been born,"""" said Dr. Hitz.",1,0.9301854968070984
162,"They're all fine, and so is the mother.",1,0.9240929484367371
163,"I'm on my way in to see them now.""""",1,0.9354577660560608
164,"""Hooray,"" said Wehling emptily.",1,0.9010903835296631
165,"""You don't sound very happy,"" said Dr. Hitz.",1,0.8104175925254822
166,"What man in my shoes wouldn't be happy?"""" said Wehling.",1,0.9425873756408691
167,He gestured with his hands to symbolize care-free simplicity.,1,0.9425407648086548
168,"All I have to do is pick out which one of the triplets is going to live, then deliver my maternal grandfather to the Happy Hooligan, and come back here with a receipt.""""",1,0.9640563130378723
169,"Dr. Hitz became rather severe with Wehling, towered over him.",1,0.9537778496742249
170,"You don't believe in population control, Mr. Wehling?"""" he said.",1,0.9310020804405212
171,"""I think it's perfectly keen,"" said Wehling tautly.",1,0.9360440969467163
172,"""Would you like to go back to the good old days, when the population of the Earth was twenty billion—about to become forty billion, then eighty billion, then one hundred and sixty billion?",1,0.8745216727256775
173,"Do you know what a drupelet is, Mr. Wehling?"" said Hitz.",1,0.8823786377906799
174,"""Nope,"" said Wehling sulkily.",1,0.8177147507667542
175,"A drupelet, Mr. Wehling, is one of the little knobs, one of the little pulpy grains of a blackberry,"""" said Dr. Hitz.",1,0.9534255862236023
176,"Without population control, human beings would now be packed on this surface of this old planet like drupelets on a blackberry!",1,0.9575000405311584
177,"Think of it!""""""",1,0.8141242265701294
178,Wehling continued to stare at the same spot on the wall.,1,0.8920592069625854
179,"""In the year 2000,"" said Dr. Hitz, ""before scientists stepped in and laid down the law, there wasn't even enough drinking water to go around, and nothing to eat but sea-weed—and still people insisted on their right to reproduce like jackrabbits.",1,0.9662508368492126
180,"And their right, if possible, to live forever.""",1,0.7782262563705444
181,"I want those kids,"""" said Wehling quietly.",1,0.9286304116249084
182,"I want all three of them.""""",1,0.8316920399665833
183,"Of course you do,"""" said Dr. Hitz.",1,0.8870347738265991
184,"That's only human.""""",1,0.900478184223175
185,"""I don't want my grandfather to die, either,"" said Wehling.",1,0.799969494342804
186,"""Nobody's really happy about taking a close relative to the Catbox,"" said Dr. Hitz gently, sympathetically.",1,0.958131730556488
187,"""I wish people wouldn't call it that,"" said Leora Duncan.",1,0.8867307901382446
188,"""What?"" said Dr. Hitz.",1,0.7586475014686584
189,"I wish people wouldn't call it 'the Catbox,' and things like that,"""" she said.",1,0.9433150291442871
190,"It gives people the wrong impression.""""",1,0.8200068473815918
191,"You're absolutely right,"""" said Dr. Hitz.",1,0.9100625514984131
192,"Forgive me.""""",1,0.5947290658950806
193,"He corrected himself, gave the municipal gas chambers their official title, a title no one ever used in conversation.",1,0.9597468972206116
194,"I should have said, 'Ethical Suicide Studios,'"""" he said.""",1,0.9341294765472412
195,"""That sounds so much better,"" said Leora Duncan.",1,0.9018332958221436
196,"This child of yours—whichever one you decide to keep, Mr. Wehling,"""" said Dr. Hitz.",1,0.9441580176353455
197,"He or she is going to live on a happy, roomy, clean, rich planet, thanks to population control.",1,0.9383216500282288
198,"In a garden like that mural there.""""",1,0.8959766030311584
199,He shook his head.,1,0.7423321604728699
200,"Two centuries ago, when I was a young man, it was a hell that nobody thought could last another twenty years.",1,0.9535225629806519
201,"Now centuries of peace and plenty stretch before us as far as the imagination cares to travel.""""",1,0.9556130170822144
202,He smiled luminously.,1,0.8495779037475586
203,The smile faded as he saw that Wehling had just drawn a revolver.,1,0.9383813142776489
204,Wehling shot Dr. Hitz dead.,1,0.657134473323822
205,"There's room for one—a great big one,"" he said.",1,0.8973573446273804
206,And then he shot Leora Duncan.,1,0.7716033458709717
207,"It's only death,"" he said to her as she fell.",1,0.9196767210960388
208,There! Room for two.,1,0.8650004267692566
209,"And then he shot himself, making room for all three of his children.",1,0.9138211011886597
210,Nobody came running.,1,0.7893576622009277
211,"Nobody, seemingly, heard the shots.",1,0.8756712079048157
212,"The painter sat on the top of his stepladder, looking down reflectively on the sorry scene.",1,0.9553694128990173
213,"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",1,0.9574260711669922
214,All the answers that the painter could think of were grim.,1,0.9231209754943848
215,"Even grimmer, surely, than a Catbox, a Happy Hooligan, an Easy Go.",1,0.954678475856781
216,He thought of war.,1,0.8221040964126587
217,He thought of plague.,1,0.8413768410682678
218,He thought of starvation.,1,0.8369336724281311
219,He knew that he would never paint again.,1,0.8460082411766052
220,He let his paintbrush fall to the drop-cloths below.,1,0.9538519382476807
221,"And then he decided he had had about enough of life in the Happy Garden of Life, too, and he came slowly down from the ladder.",1,0.9655339121818542
222,"He took Wehling's pistol, really intending to shoot himself.",1,0.9223576784133911
223,But he didn't have the nerve.,1,0.8679770827293396
224,And then he saw the telephone booth in the corner of the room.,1,0.9193627834320068
225,"He went to it, dialed the well-remembered number: """"2 B R 0 2 B.""""",1,0.9570951461791992
226,"""Federal Bureau of Termination,"" said the very warm voice of a hostess.",1,0.9473768472671509
227,"""How soon could I get an appointment?"" he asked, speaking very carefully.",1,0.9310001134872437
228,"We could probably fit you in late this afternoon, sir,"""" she said.",1,0.9410058856010437
229,"It might even be earlier, if we get a cancellation.""""",1,0.9341593384742737
230,"All right,"""" said the painter, """"fit me in, if you please.""""",1,0.9559182524681091
231,"And he gave her his name, spelling it out.",1,0.9232506155967712
232,"Thank you, sir,"""" said the hostess.",1,0.9095805883407593
233,"""Your city thanks you; your country thanks you; your planet thanks you.",1,0.6869580745697021
234,"But the deepest thanks of all is from future generations.""",1,0.8631072044372559
